iso,year,quarter,date,qGDP_growth,qGDP_growth_res,date_fe,dNL_res,dhits_res
"GNB",2019,3,2019q3,4.305949,.9903845,3.315564,-26.20209,35.13348
"GNB",2019,4,2019q4,1.882175,-.9851516,2.867327,-18.63102,19.89332
"GNB",2020,1,2020q1,.4987541,-.3803978,.8791518,12.57475,12.3662
"GNB",2020,2,2020q2,-5.024122,5.730158,-10.75428,16.93251,-30.17717
"GNB",2020,3,2020q3,-3.045921,.9439811,-3.989902,-1.818062,-25.51097
"GNB",2020,4,2020q4,-1.714616,.1483452,-1.862961,40.19593,-15.29393
"GNB",2021,1,2021q1,2.664193,1.571736,1.092458,12.06737,-16.08103
"GNB",2021,2,2021q2,6.578774,-5.163279,11.74205,-1.962815,-5.097309
"GTM",2014,1,2014q1,4.08412,.3913021,3.692818,.9024657,-.1295755
"GTM",2014,2,2014q2,4.232739,.5651379,3.667601,-2.237021,-17.83452
"GTM",2014,3,2014q3,4.228245,.3733083,3.854937,-24.99295,-4.83137
"GTM",2014,4,2014q4,4.829086,1.002227,3.826859,10.86759,-3.715595
"GTM",2015,1,2015q1,4.5805,1.212089,3.368411,-.1592174,-1.213145
"GTM",2015,2,2015q2,3.068609,.0810127,2.987597,37.36847,17.15387
"GTM",2015,3,2015q3,4.81072,1.48603,3.32469,14.26954,8.616823
"GTM",2015,4,2015q4,3.593552,.9218467,2.671705,1.800195,4.393175
"GTM",2016,1,2016q1,1.663319,-1.708584,3.371903,14.31109,-4.276791
"GTM",2016,2,2016q2,3.668702,.2448886,3.423814,-38.10822,-9.127633
"GTM",2016,3,2016q3,2.040949,-1.166045,3.206994,3.182277,-12.7603
"GTM",2016,4,2016q4,3.184196,-.7794054,3.963602,7.444458,-10.30831
"GTM",2017,1,2017q1,4.577088,.7894129,3.787675,-20.91723,-6.559778
"GTM",2017,2,2017q2,2.404471,-1.238705,3.643177,-16.34786,-3.832903
"GTM",2017,3,2017q3,3.042898,-1.011321,4.054218,-14.6396,-5.982022
"GTM",2017,4,2017q4,2.128155,-1.742122,3.870277,-18.0041,-1.204605
"GTM",2018,1,2018q1,2.526793,-1.443578,3.970371,6.236451,.1429
"GTM",2018,2,2018q2,4.219761,.4693908,3.750371,24.93759,27.98837
"GTM",2018,3,2018q3,3.249076,-.2977477,3.546824,6.166299,-1.92723
"GTM",2018,4,2018q4,3.093176,.0411271,3.052048,8.326078,.5427151
"GTM",2019,1,2019q1,3.699313,.8240851,2.875228,-.3335286,5.54662
"GTM",2019,2,2019q2,3.650888,.3209775,3.329911,-17.43025,-30.36496
"GTM",2019,3,2019q3,3.771351,.4557869,3.315564,-2.770125,-.6593301
"GTM",2019,4,2019q4,4.047023,1.179696,2.867327,-10.7466,-1.857552
"GTM",2020,1,2020q1,1.143494,.2643422,.8791518,2.483388,-8.741872
"GTM",2020,2,2020q2,-9.311169,1.443111,-10.75428,-1.130901,.7571907
"GTM",2020,3,2020q3,-1.457768,2.532134,-3.989902,-14.03269,-2.037081
"GTM",2020,4,2020q4,2.908258,4.77122,-1.862961,8.354246,-5.906487
"GTM",2021,1,2021q1,4.445999,3.353541,1.092458,-8.529463,.480796
"GTM",2021,2,2021q2,14.0276,2.285545,11.74205,-7.597235,.4071569
"HND",2014,1,2014q1,3.456317,-.2365003,3.692818,.4954998,-3.092761
"HND",2014,2,2014q2,3.347978,-.3196229,3.667601,.3250389,54.88013
"HND",2014,3,2014q3,2.492409,-1.362528,3.854937,-21.12924,-6.366906
"HND",2014,4,2014q4,2.75852,-1.068339,3.826859,7.585147,-3.917413
"HND",2015,1,2015q1,3.549859,.1814485,3.368411,4.177516,5.444658
"HND",2015,2,2015q2,2.513795,-.4738016,2.987597,33.01258,-49.47422
"HND",2015,3,2015q3,3.720412,.3957213,3.32469,-4.030212,3.787197
"HND",2015,4,2015q4,5.196709,2.525003,2.671705,11.76522,-5.249019
"HND",2016,1,2016q1,4.057361,.6854577,3.371903,11.84476,-1.459706
"HND",2016,2,2016q2,4.085197,.6613832,3.423814,-35.51456,3.962195
"HND",2016,3,2016q3,3.128185,-.0788084,3.206994,-1.39963,11.19869
"HND",2016,4,2016q4,3.98245,.0188482,3.963602,-9.51389,-5.859357
"HND",2017,1,2017q1,5.397351,1.609676,3.787675,-18.4485,-3.31625
"HND",2017,2,2017q2,3.718896,.0757199,3.643177,-14.93402,-7.081114
"HND",2017,3,2017q3,5.404108,1.34989,4.054218,-4.238266,-15.96482
"HND",2017,4,2017q4,4.415847,.5455701,3.870277,-9.504522,26.74645
"HND",2018,1,2018q1,2.8123,-1.158071,3.970371,1.988349,3.367257
"HND",2018,2,2018q2,4.016502,.2661318,3.750371,10.63188,-4.985831
"HND",2018,3,2018q3,3.870954,.3241297,3.546824,2.107739,-6.735843
"HND",2018,4,2018q4,4.360353,1.308304,3.052048,1.081222,-3.287137
"HND",2019,1,2019q1,2.919124,.043896,2.875228,2.062939,-7.742088
"HND",2019,2,2019q2,1.679631,-1.65028,3.329911,-10.64073,4.479382
"HND",2019,3,2019q3,3.278489,-.0370749,3.315564,-5.662734,4.542525
"HND",2019,4,2019q4,2.588934,-.2783934,2.867327,.8692434,-26.87509
"HND",2020,1,2020q1,-1.330271,-2.209423,.8791518,.6942803,.9698046
"HND",2020,2,2020q2,-21.31239,-10.55811,-10.75428,-7.26078,-8.955716
"HND",2020,3,2020q3,-8.221602,-4.2317,-3.989902,-13.1132,-3.88272
"HND",2020,4,2020q4,-8.109812,-6.24685,-1.862961,3.830796,9.050101
"HND",2021,1,2021q1,1.356025,.263567,1.092458,-16.11737,10.07468
"HND",2021,2,2021q2,23.78138,12.03933,11.74205,-7.862243,17.00893
"HRV",2014,1,2014q1,-1.083335,-4.776153,3.692818,-8.834568,-9.155217
"HRV",2014,2,2014q2,-.4663656,-4.133966,3.667601,17.94382,21.10544
"HRV",2014,3,2014q3,-.182907,-4.037844,3.854937,38.49589,-6.936715
"HRV",2014,4,2014q4,.2710502,-3.555809,3.826859,31.64605,-10.08678
"HRV",2015,1,2015q1,1.238633,-2.129777,3.368411,-14.11607,-6.196379
"HRV",2015,2,2015q2,1.819028,-1.168569,2.987597,-1.936674,-32.48158
"HRV",2015,3,2015q3,4.442902,1.118212,3.32469,-37.6306,3.52018
"HRV",2015,4,2015q4,2.147063,-.5246428,2.671705,-39.32688,2.063215
"HRV",2016,1,2016q1,4.140707,.7688031,3.371903,42.36954,4.60275
"HRV",2016,2,2016q2,3.084208,-.3396055,3.423814,-13.03757,13.45356
"HRV",2016,3,2016q3,2.367133,-.8398607,3.206994,47.20816,-.3514244
"HRV",2016,4,2016q4,4.493237,.5296347,3.963602,20.74216,.0595273
"HRV",2017,1,2017q1,3.227794,-.5598808,3.787675,-38.87204,4.562791
"HRV",2017,2,2017q2,2.954922,-.6882541,3.643177,-43.08469,-3.299568
"HRV",2017,3,2017q3,4.287175,.2329563,4.054218,-42.22929,11.83719
"HRV",2017,4,2017q4,2.841163,-1.029114,3.870277,-48.04187,12.26865
"HRV",2018,1,2018q1,1.493337,-2.477034,3.970371,-6.956309,4.906596
"HRV",2018,2,2018q2,3.815427,.0650562,3.750371,22.8537,19.28724
"HRV",2018,3,2018q3,3.139327,-.4074966,3.546824,-48.65893,79.94522
"HRV",2018,4,2018q4,2.802041,-.2500075,3.052048,3.168066,2.168761
"HRV",2019,1,2019q1,4.420371,1.545143,2.875228,6.289793,-4.6238
"HRV",2019,2,2019q2,3.238958,-.0909528,3.329911,-12.1178,-21.29954
"HRV",2019,3,2019q3,3.203161,-.1124037,3.315564,48.15634,-86.63367
"HRV",2019,4,2019q4,2.962481,.0951537,2.867327,3.816004,-5.952859
"HRV",2020,1,2020q1,.7575794,-.1215725,.8791518,-20.89078,-2.618293
"HRV",2020,2,2020q2,-15.62627,-4.871994,-10.75428,-6.599013,-31.01399
"HRV",2020,3,2020q3,-10.60931,-6.619403,-3.989902,-17.06248,1.810035
"HRV",2020,4,2020q4,-7.703541,-5.84058,-1.862961,-22.06046,-6.946364
"HRV",2021,1,2021q1,-.5625175,-1.654975,1.092458,6.690132,-19.08208
"HRV",2021,2,2021q2,15.24823,3.506173,11.74205,-10.07656,30.72904
"HUN",2014,1,2014q1,4.303957,.6111388,3.692818,-10.35954,-7.971781
"HUN",2014,2,2014q2,4.587434,.9198332,3.667601,22.12576,-18.30572
"HUN",2014,3,2014q3,3.878536,.0235995,3.854937,1.795481,-16.62786
"HUN",2014,4,2014q4,3.832417,.0055579,3.826859,19.72148,-4.059358
"HUN",2015,1,2015q1,4.473973,1.105562,3.368411,-21.0156,-7.201409
"HUN",2015,2,2015q2,3.381517,.3939202,2.987597,-219.0136,7.286718
"HUN",2015,3,2015q3,3.008809,-.3158816,3.32469,-22.74474,24.62055
"HUN",2015,4,2015q4,3.770042,1.098336,2.671705,-37.65441,-.8225886
"HUN",2016,1,2016q1,1.138251,-2.233652,3.371903,39.53599,-6.64221
"HUN",2016,2,2016q2,3.069832,-.3539815,3.423814,206.53,25.15922
"HUN",2016,3,2016q3,2.455502,-.7514921,3.206994,62.6769,-25.37388
"HUN",2016,4,2016q4,1.92355,-2.040051,3.963602,25.46323,.0595273
"HUN",2017,1,2017q1,4.568435,.7807602,3.787675,-37.82395,17.02309
"HUN",2017,2,2017q2,3.581166,-.0620105,3.643177,-44.40194,-8.923541
"HUN",2017,3,2017q3,4.123374,.0691561,4.054218,-61.553,16.7162
"HUN",2017,4,2017q4,4.463768,.5934913,3.870277,-39.57275,9.058383
"HUN",2018,1,2018q1,4.888762,.9183912,3.970371,-7.418542,1.465156
"HUN",2018,2,2018q2,5.229766,1.479396,3.750371,32.99838,-7.031869
"HUN",2018,3,2018q3,5.375675,1.828851,3.546824,-30.32098,-.9926386
"HUN",2018,4,2018q4,5.341277,2.289228,3.052048,10.16827,1.271897
"HUN",2019,1,2019q1,4.868077,1.992849,2.875228,24.87607,-10.21509
"HUN",2019,2,2019q2,4.348026,1.018116,3.329911,-14.2144,.9373767
"HUN",2019,3,2019q3,4.616939,1.301374,3.315564,39.77663,-3.905703
"HUN",2019,4,2019q4,4.047136,1.179809,2.867327,4.073002,2.590494
"HUN",2020,1,2020q1,1.989397,1.110245,.8791518,-32.66499,15.25553
"HUN",2020,2,2020q2,-13.91845,-3.164169,-10.75428,-6.639289,5.885558
"HUN",2020,3,2020q3,-4.39816,-.4082585,-3.989902,-28.6089,1.203373
"HUN",2020,4,2020q4,-3.01041,-1.147449,-1.862961,-27.63223,-7.129683
"HUN",2021,1,2021q1,-2.001229,-3.093687,1.092458,17.53251,-9.671712
"HUN",2021,2,2021q2,16.39866,4.656606,11.74205,-10.34705,29.57961
"IDN",2014,1,2014q1,4.989329,1.296511,3.692818,19.83594,17.21484
"IDN",2014,2,2014q2,4.81953,1.151929,3.667601,6.691554,1.561031
"IDN",2014,3,2014q3,4.814054,.9591175,3.854937,-10.84292,13.1823
"IDN",2014,4,2014q4,4.924388,1.097529,3.826859,9.982609,12.42524
"IDN",2015,1,2015q1,4.71816,1.349749,3.368411,10.56573,9.295877
"IDN",2015,2,2015q2,4.631391,1.643794,2.987597,32.30098,14.22018
"IDN",2015,3,2015q3,4.668792,1.344101,3.32469,50.59592,-1.30388
"IDN",2015,4,2015q4,5.024268,2.352563,2.671705,40.85838,-10.72246
"IDN",2016,1,2016q1,4.825117,1.453214,3.371903,-3.405402,-1.923747
"IDN",2016,2,2016q2,5.083236,1.659422,3.423814,-11.55527,-.7786114
"IDN",2016,3,2016q3,4.910921,1.703927,3.206994,-17.45789,13.66978
"IDN",2016,4,2016q4,4.820805,.8572028,3.963602,-70.99681,20.30382
"IDN",2017,1,2017q1,4.886979,1.099304,3.787675,-26.43501,-1.570074
"IDN",2017,2,2017q2,4.89097,1.247793,3.643177,-17.62295,10.80294
"IDN",2017,3,2017q3,4.940677,.8864583,4.054218,-28.83607,8.390482
"IDN",2017,4,2017q4,5.059562,1.189286,3.870277,54.05603,-5.719603
"IDN",2018,1,2018q1,4.944824,.9744529,3.970371,8.768691,12.80084
"IDN",2018,2,2018q2,5.135275,1.384904,3.750371,23.99356,-6.105117
"IDN",2018,3,2018q3,5.043828,1.497005,3.546824,29.17509,-2.613079
"IDN",2018,4,2018q4,5.051547,1.999498,3.052048,-2.767598,.9615029
"IDN",2019,1,2019q1,4.935918,2.06069,2.875228,39.63712,-7.111318
"IDN",2019,2,2019q2,4.928669,1.598759,3.329911,-14.7481,-12.3056
"IDN",2019,3,2019q3,4.885143,1.569579,3.315564,-11.19762,-17.02366
"IDN",2019,4,2019q4,4.838206,1.970879,2.867327,26.2917,-12.00268
"IDN",2020,1,2020q1,2.928861,2.049709,.8791518,7.098744,-6.270593
"IDN",2020,2,2020q2,-5.469117,5.285163,-10.75428,.1494746,19.43838
"IDN",2020,3,2020q3,-3.547563,.4423391,-3.989902,-4.928232,6.609514
"IDN",2020,4,2020q4,-2.219211,-.35625,-1.862961,-40.83835,2.584657
"IDN",2021,1,2021q1,-.7119566,-1.804414,1.092458,-41.22207,8.38079
"IDN",2021,2,2021q2,6.829218,-4.912835,11.74205,-1.266133,-19.23907
"IND",2014,1,2014q1,5.205143,1.512326,3.692818,9.304745,9.239561
"IND",2014,2,2014q2,7.718322,4.050721,3.667601,17.71542,-6.05669
"IND",2014,3,2014q3,8.345952,4.491015,3.854937,19.50716,-.7534927
"IND",2014,4,2014q4,5.753983,1.927123,3.826859,5.210178,2.305971
"IND",2015,1,2015q1,6.870533,3.502122,3.368411,-11.70485,3.284406
"IND",2015,2,2015q2,7.318116,4.33052,2.987597,24.97925,12.31291
"IND",2015,3,2015q3,7.727381,4.402691,3.32469,12.93637,2.992724
"IND",2015,4,2015q4,6.950202,4.278497,2.671705,2.8603,-3.39342
"IND",2016,1,2016q1,8.699108,5.327205,3.371903,30.13011,-4.00438
"IND",2016,2,2016q2,8.32357,4.899756,3.423814,-25.99146,-7.100619
"IND",2016,3,2016q3,9.230402,6.023408,3.206994,-1.125919,1.480792
"IND",2016,4,2016q4,8.22758,4.263978,3.963602,.3713705,7.507137
"IND",2017,1,2017q1,6.099457,2.311782,3.787675,-33.8463,.8878316
"IND",2017,2,2017q2,5.933189,2.290012,3.643177,-29.78218,14.71026
"IND",2017,3,2017q3,5.181337,1.127119,4.054218,-26.75695,3.371467
"IND",2017,4,2017q4,6.455735,2.585459,3.870277,-36.45425,-3.424611
"IND",2018,1,2018q1,8.556199,4.585828,3.970371,1.800177,7.891895
"IND",2018,2,2018q2,7.28615,3.53578,3.750371,21.1354,-5.506939
"IND",2018,3,2018q3,6.288884,2.74206,3.546824,-7.181505,3.815261
"IND",2018,4,2018q4,6.138902,3.086853,3.052048,10.56108,14.10344
"IND",2019,1,2019q1,5.67815,2.802922,2.875228,13.10648,12.45797
"IND",2019,2,2019q2,5.254293,1.924383,3.329911,-6.253919,12.48366
"IND",2019,3,2019q3,4.502752,1.187188,3.315564,1.770599,2.457139
"IND",2019,4,2019q4,3.229781,.3624541,2.867327,-4.902573,-6.496001
"IND",2020,1,2020q1,2.963042,2.08389,.8791518,-11.47093,-1.235977
"IND",2020,2,2020q2,-28.00886,-17.25458,-10.75428,-14.63759,16.25339
"IND",2020,3,2020q3,-7.72628,-3.736378,-3.989902,-13.45263,11.10113
"IND",2020,4,2020q4,.4600738,2.323035,-1.862961,-1.386636,2.517169
"IND",2021,1,2021q1,1.628397,.5359393,1.092458,-9.096241,-4.8013
"IND",2021,2,2021q2,18.34076,6.598711,11.74205,1.831112,-14.58133
"IRN",2014,1,2014q1,.9504685,-2.742349,3.692818,5.396243,2.516185
"IRN",2014,2,2014q2,5.247966,1.580365,3.667601,8.341301,11.00567
"IRN",2014,3,2014q3,7.252607,3.39767,3.854937,-3.629648,4.665337
"IRN",2014,4,2014q4,6.403801,2.576942,3.826859,9.021374,4.189371
"IRN",2015,1,2015q1,.2269866,-3.141424,3.368411,-15.09861,12.03577
"IRN",2015,2,2015q2,1.12786,-1.859737,2.987597,18.6338,5.86826
"IRN",2015,3,2015q3,-2.693888,-6.018579,3.32469,4.796339,15.09446
"IRN",2015,4,2015q4,-5.167283,-7.838988,2.671705,-8.561083,1.36722
"IRN",2016,1,2016q1,1.144116,-2.227787,3.371903,35.53187,2.98547
"IRN",2016,2,2016q2,3.104999,-.3188152,3.423814,-12.40112,-11.01979
"IRN",2016,3,2016q3,9.736364,6.529371,3.206994,26.43286,-11.1225
"IRN",2016,4,2016q4,10.12335,6.159743,3.963602,21.72516,.0595273
"IRN",2017,1,2017q1,10.56215,6.774474,3.787675,-23.19975,-11.00495
"IRN",2017,2,2017q2,4.811975,1.168798,3.643177,-29.29444,8.73482
"IRN",2017,3,2017q3,.8215548,-3.232664,4.054218,-34.31842,-5.598147
"IRN",2017,4,2017q4,4.168023,.2977464,3.870277,-35.06683,5.215648
"IRN",2018,1,2018q1,1.479084,-2.491287,3.970371,-3.593911,15.09239
"IRN",2018,2,2018q2,1.793451,-1.95692,3.750371,20.34515,23.5432
"IRN",2018,3,2018q3,3.18697,-.3598541,3.546824,-4.078314,15.41418
"IRN",2018,4,2018q4,-7.286955,-10.339,3.052048,-14.48074,.7298846
"IRN",2019,1,2019q1,-7.988693,-10.86392,2.875227,-1.394406,4.704995
"IRN",2019,2,2019q2,-3.389044,-6.718955,3.32991,-20.93742,-8.783213
"IRN",2019,3,2019q3,-3.704594,-7.020158,3.315564,-11.45752,7.645975
"IRN",2019,4,2019q4,2.862077,-.0052501,2.867327,2.620592,2.961417
"IRN",2020,1,2020q1,-.5208085,-1.39996,.8791518,-11.49427,69.49619
"IRN",2020,2,2020q2,-1.60712,9.14716,-10.75428,-19.57048,-6.306364
"IRN",2020,3,2020q3,2.626104,6.616006,-3.989902,-9.132749,-3.603942
"IRN",2020,4,2020q4,1.298591,3.161552,-1.862961,-6.537734,13.98866
"IRN",2021,1,2021q1,4.50202,3.409563,1.092458,1.591761,-63.20268
"IRN",2021,2,2021q2,7.13092,-4.611133,11.74205,12.50582,7.191016
"IRQ",2014,1,2014q1,3.72627,.0334525,3.692818,7.107892,14.60031
"IRQ",2014,2,2014q2,.1871571,-3.480444,3.667601,12.30947,22.07726
"IRQ",2014,3,2014q3,-4.363802,-8.218739,3.854937,-29.58597,29.5276
"IRQ",2014,4,2014q4,-.3112996,-4.138159,3.826859,13.19391,14.1952
"IRQ",2015,1,2015q1,-11.88402,-15.25243,3.368411,-14.01939,6.478795
"IRQ",2015,2,2015q2,-3.626045,-6.613642,2.987597,35.38152,-19.37615
"IRQ",2015,3,2015q3,7.005322,3.680631,3.32469,35.30721,-39.0066
"IRQ",2015,4,2015q4,7.310647,4.638942,2.671705,7.324057,-12.98143
"IRQ",2016,1,2016q1,26.10569,22.73379,3.371904,58.0167,-16.87477
"IRQ",2016,2,2016q2,16.21654,12.79272,3.423814,-22.9272,-12.31013
"IRQ",2016,3,2016q3,10.97233,7.765332,3.206994,3.656717,.4466582
"IRQ",2016,4,2016q4,12.6998,8.736202,3.963602,12.09882,-6.002929
"IRQ",2017,1,2017q1,-1.564715,-5.35239,3.787675,-53.45667,-31.69123
"IRQ",2017,2,2017q2,-.7664793,-4.409656,3.643176,-49.64384,-21.07821
"IRQ",2017,3,2017q3,4.73101,.6767916,4.054218,-47.40026,-33.981
"IRQ",2017,4,2017q4,1.481817,-2.38846,3.870277,-50.52607,-26.08434
"IRQ",2018,1,2018q1,.1454822,-3.824889,3.970371,2.754233,-13.10602
"IRQ",2018,2,2018q2,.0654913,-3.684879,3.750371,18.14684,-30.83839
"IRQ",2018,3,2018q3,-.0950953,-3.641919,3.546824,5.693225,-28.47713
"IRQ",2018,4,2018q4,-4.712817,-7.764865,3.052049,-1.156847,-14.53665
"IRQ",2019,1,2019q1,5.279365,2.404137,2.875228,4.702269,-5.320665
"IRQ",2019,2,2019q2,7.31501,3.985099,3.329911,-5.589325,-12.02859
"IRQ",2019,3,2019q3,5.803826,2.488262,3.315564,-4.958891,-9.960959
"IRQ",2019,4,2019q4,6.226534,3.359207,2.867327,10.12246,6.027256
"IRQ",2020,1,2020q1,-1.784591,-2.663743,.8791518,-3.917167,26.26945
"IRQ",2020,2,2020q2,-12.00115,-1.24687,-10.75428,-17.63552,18.0883
"IRQ",2020,3,2020q3,-18.41641,-14.42651,-3.989902,-16.23004,5.319174
"IRQ",2020,4,2020q4,-15.10011,-13.23715,-1.862961,-17.69942,-13.40021
"IRQ",2021,1,2021q1,-4.303242,-5.3957,1.092458,-17.92295,-30.99953
"IRQ",2021,2,2021q2,6.131248,-5.610805,11.74205,-1.83952,1.693819
"JOR",2014,1,2014q1,3.335709,-.3571089,3.692818,9.526457,-10.3687
"JOR",2014,2,2014q2,2.821111,-.8464898,3.667601,15.41392,-20.32482
"JOR",2014,3,2014q3,3.353963,-.5009739,3.854937,-7.416758,-6.13989
"JOR",2014,4,2014q4,3.949688,.1228289,3.826859,12.30161,-11.67068
"JOR",2015,1,2015q1,2.116503,-1.251908,3.368411,-11.93204,46.1983
"JOR",2015,2,2015q2,2.231202,-.7563949,2.987597,25.70896,6.271485
"JOR",2015,3,2015q3,2.833583,-.4911071,3.32469,9.090193,3.426766
"JOR",2015,4,2015q4,2.636895,-.0348102,2.671705,-5.358509,-.9198822
"JOR",2016,1,2016q1,2.258999,-1.112905,3.371903,41.49082,-46.57844
"JOR",2016,2,2016q2,1.795723,-1.628091,3.423814,-19.90903,-2.593756
"JOR",2016,3,2016q3,1.807486,-1.399507,3.206994,14.48709,-3.232218
"JOR",2016,4,2016q4,2.10675,-1.856852,3.963602,14.8509,-5.711304
"JOR",2017,1,2017q1,2.347477,-1.440198,3.787675,-30.16702,-15.74053
"JOR",2017,2,2017q2,2.151477,-1.4917,3.643177,-25.96881,-2.419611
"JOR",2017,3,2017q3,1.788862,-2.265357,4.054218,-36.09423,-10.32005
"JOR",2017,4,2017q4,1.825919,-2.044357,3.870277,-27.18209,-15.74651
"JOR",2018,1,2018q1,1.895045,-2.075326,3.970371,2.101056,-.6179885
"JOR",2018,2,2018q2,2.086196,-1.664175,3.750371,27.66475,-12.7245
"JOR",2018,3,2018q3,1.908754,-1.63807,3.546824,14.60316,-5.407621
"JOR",2018,4,2018q4,1.778455,-1.273593,3.052048,10.76126,8.553902
"JOR",2019,1,2019q1,1.992033,-.8831946,2.875228,17.67829,9.151301
"JOR",2019,2,2019q2,1.719971,-1.609939,3.329911,-6.770976,6.630006
"JOR",2019,3,2019q3,1.927492,-1.388072,3.315564,8.984226,.0473839
"JOR",2019,4,2019q4,2.104547,-.7627803,2.867327,7.732011,-6.885024
"JOR",2020,1,2020q1,1.326546,.4473939,.8791518,-14.81336,-18.87309
"JOR",2020,2,2020q2,-3.621724,7.132555,-10.75428,-11.28436,-8.574563
"JOR",2020,3,2020q3,-2.185495,1.804407,-3.989902,-16.00537,-10.44372
"JOR",2020,4,2020q4,-1.580389,.2825724,-1.862961,-13.06724,-9.041896
"JOR",2021,1,2021q1,.2911606,-.8012971,1.092458,-1.985463,.3757617
"JOR",2021,2,2021q2,3.15375,-8.588303,11.74205,-.2128245,14.47715
"KAZ",2014,1,2014q1,3.924922,.2321048,3.692818,-9.521361,7.016852
"KAZ",2014,2,2014q2,3.174767,-.4928345,3.667601,-39.57704,.3415032
"KAZ",2014,3,2014q3,3.817417,-.0375199,3.854937,.8973104,6.46136
"KAZ",2014,4,2014q4,5.722623,1.895764,3.826859,48.09293,24.70885
"KAZ",2015,1,2015q1,1.979398,-1.389013,3.368411,-11.82722,8.94358
"KAZ",2015,2,2015q2,.8298538,-2.157743,2.987597,-157.9066,13.80064
"KAZ",2015,3,2015q3,.235979,-3.088712,3.32469,-46.77728,7.934793
"KAZ",2015,4,2015q4,.9960632,-1.675642,2.671705,-70.13533,-1.080652
"KAZ",2016,1,2016q1,-.2999302,-3.671834,3.371903,-3.738071,4.164272
"KAZ",2016,2,2016q2,-.2992299,-3.723044,3.423814,103.2299,10.64102
"KAZ",2016,3,2016q3,1.447673,-1.759321,3.206994,5.96523,9.386683
"KAZ",2016,4,2016q4,2.428579,-1.535023,3.963602,29.15138,6.076382
"KAZ",2017,1,2017q1,3.053497,-.7341781,3.787675,12.04448,17.61221
"KAZ",2017,2,2017q2,5.117533,1.474356,3.643177,70.92031,16.60312
"KAZ",2017,3,2017q3,4.114408,.0601901,4.054218,26.0022,13.50303
"KAZ",2017,4,2017q4,3.090175,-.7801018,3.870277,-27.06157,12.05652
"KAZ",2018,1,2018q1,4.016528,.0461568,3.970371,-25.16413,3.528579
"KAZ",2018,2,2018q2,4.202561,.4521903,3.750371,-31.31532,-4.181716
"KAZ",2018,3,2018q3,3.837429,.2906054,3.546824,-31.44402,-5.379657
"KAZ",2018,4,2018q4,4.017579,.9655305,3.052048,-10.91669,1.553377
"KAZ",2019,1,2019q1,3.72968,.8544524,2.875228,22.86517,-13.04983
"KAZ",2019,2,2019q2,4.289356,.9594458,3.329911,14.16834,9.03061
"KAZ",2019,3,2019q3,4.573951,1.258386,3.315564,27.31028,1.407944
"KAZ",2019,4,2019q4,4.891911,2.024584,2.867327,18.1122,2.732843
"KAZ",2020,1,2020q1,2.663513,1.784361,.8791518,-34.76028,16.54932
"KAZ",2020,2,2020q2,-6.165638,4.588641,-10.75428,-45.68532,33.69483
"KAZ",2020,3,2020q3,-4.808807,-.8189054,-3.989902,-20.30277,17.99435
"KAZ",2020,4,2020q4,-2.111597,-.2486357,-1.862961,3.036524,6.735186
"KAZ",2021,1,2021q1,-1.611515,-2.703973,1.092458,27.93394,8.504048
"KAZ",2021,2,2021q2,6.068207,-5.673846,11.74205,57.3138,-32.76764
"KEN",2014,1,2014q1,4.74149,1.048672,3.692818,-17.60364,-12.72588
"KEN",2014,2,2014q2,5.714913,2.047312,3.667601,28.26152,-8.316678
"KEN",2014,3,2014q3,4.959984,1.105047,3.854937,-22.47692,-19.63668
"KEN",2014,4,2014q4,4.168123,.3412642,3.826859,-51.39824,6.004994
"KEN",2015,1,2015q1,4.684452,1.316041,3.368411,18.77192,9.37908
"KEN",2015,2,2015q2,4.868255,1.880658,2.987597,-45.53522,27.72798
"KEN",2015,3,2015q3,4.628996,1.304305,3.32469,65.80251,15.08038
"KEN",2015,4,2015q4,5.207899,2.536193,2.671705,105.7132,13.10878
"KEN",2016,1,2016q1,3.771131,.3992278,3.371903,-71.78119,8.594411
"KEN",2016,2,2016q2,3.709449,.2856348,3.423814,64.89884,-1.94229
"KEN",2016,3,2016q3,4.346899,1.139905,3.206994,-62.07053,6.480654
"KEN",2016,4,2016q4,4.678222,.7146204,3.963602,-54.56831,2.71455
"KEN",2017,1,2017q1,5.225106,1.437431,3.787675,77.75411,.1654485
"KEN",2017,2,2017q2,3.201307,-.4418697,3.643177,29.85856,1.933017
"KEN",2017,3,2017q3,3.160757,-.8934618,4.054218,51.9902,5.592895
"KEN",2017,4,2017q4,3.410136,-.4601405,3.870277,84.35152,6.214995
"KEN",2018,1,2018q1,5.046669,1.076298,3.970371,-3.976911,1.901714
"KEN",2018,2,2018q2,5.855843,2.105473,3.750371,-10.65538,-16.38026
"KEN",2018,3,2018q3,5.142009,1.595185,3.546824,25.69957,-24.19481
"KEN",2018,4,2018q4,5.850379,2.798331,3.052048,11.14481,-17.55303
"KEN",2019,1,2019q1,4.684708,1.80948,2.875228,-19.35926,-5.135307
"KEN",2019,2,2019q2,5.72705,2.39714,3.329911,-18.9589,-3.544702
"KEN",2019,3,2019q3,4.694047,1.378483,3.315564,-22.13638,-3.65675
"KEN",2019,4,2019q4,4.326632,1.459304,2.867327,-6.509566,-7.529206
"KEN",2020,1,2020q1,4.305885,3.426733,.8791518,11.41197,-9.367319
"KEN",2020,2,2020q2,-4.82007,5.934209,-10.75428,6.694781,8.977459
