iso,year,quarter,date,qGDP_growth,qGDP_growth_res,date_fe,dNL_res,dhits_res
"BWA",2016,1,2016q1,4.252628,.8807249,3.371903,-99.06397,-2.679235
"BWA",2016,2,2016q2,4.028864,.6050501,3.423814,16.34513,2.762589
"BWA",2016,3,2016q3,8.771747,5.564753,3.206994,3.365598,4.396189
"BWA",2016,4,2016q4,10.19812,6.234513,3.963602,-2.745068,-3.914506
"BWA",2017,1,2017q1,2.231231,-1.556443,3.787675,89.6975,.5437993
"BWA",2017,2,2017q2,3.337418,-.3057589,3.643177,126.3813,3.378278
"BWA",2017,3,2017q3,6.735761,2.681542,4.054218,114.9738,-9.793236
"BWA",2017,4,2017q4,3.382318,-.4879592,3.870277,97.6898,-.6991171
"BWA",2018,1,2018q1,3.75998,-.2103911,3.970371,22.26096,-1.773147
"BWA",2018,2,2018q2,5.48594,1.735569,3.750371,20.85003,-7.657213
"BWA",2018,3,2018q3,2.575759,-.9710652,3.546824,-17.00115,.9893532
"BWA",2018,4,2018q4,3.798082,.7460338,3.052048,-24.73225,2.168761
"BWA",2019,1,2019q1,4.496548,1.62132,2.875228,-45.91909,6.313234
"BWA",2019,2,2019q2,2.522633,-.8072771,3.329911,-35.83579,3.987086
"BWA",2019,3,2019q3,3.505855,.1902904,3.315564,-7.143084,3.619192
"BWA",2019,4,2019q4,1.32505,-1.542277,2.867327,.7707773,12.27929
"BWA",2020,1,2020q1,1.203363,.3242114,.8791518,49.34643,-11.5548
"BWA",2020,2,2020q2,-30.15388,-19.3996,-10.75428,22.60963,3.893312
"BWA",2020,3,2020q3,-4.465342,-.4754401,-3.989902,25.7021,5.319174
"BWA",2020,4,2020q4,-4.760664,-2.897703,-1.862961,15.03596,-18.27923
"BWA",2021,1,2021q1,.7209444,-.3715132,1.092458,-13.47177,4.907196
"BWA",2021,2,2021q2,30.75367,19.01161,11.74205,4.03906,-11.63513
"CHL",2014,1,2014q1,2.790871,-.901947,3.692818,25.56956,-.9421406
"CHL",2014,2,2014q2,1.448622,-2.218979,3.667601,-12.61531,10.27133
"CHL",2014,3,2014q3,1.005221,-2.849716,3.854937,-15.26227,-9.720188
"CHL",2014,4,2014q4,1.770103,-2.056756,3.826859,-16.39316,-14.38851
"CHL",2015,1,2015q1,2.245749,-1.122662,3.368411,-10.36935,-9.806882
"CHL",2015,2,2015q2,2.378639,-.6089571,2.987597,20.07174,-11.845
"CHL",2015,3,2015q3,2.264002,-1.060689,3.32469,-12.84197,13.67599
"CHL",2015,4,2015q4,2.223059,-.4486464,2.671705,-10.60531,3.020151
"CHL",2016,1,2016q1,2.924721,-.4471829,3.371903,12.23258,-7.522162
"CHL",2016,2,2016q2,1.258542,-2.165272,3.423814,-18.1566,-8.54826
"CHL",2016,3,2016q3,1.764054,-1.44294,3.206994,10.64705,-23.18913
"CHL",2016,4,2016q4,.9118621,-3.05174,3.963602,13.47219,-.6230665
"CHL",2017,1,2017q1,-.3861798,-4.173855,3.787675,-15.8265,7.958417
"CHL",2017,2,2017q2,.4082282,-3.234948,3.643177,-14.71162,5.878406
"CHL",2017,3,2017q3,1.884176,-2.170043,4.054218,-2.879047,8.203907
"CHL",2017,4,2017q4,2.705803,-1.164474,3.870277,-14.62427,3.209349
"CHL",2018,1,2018q1,4.369359,.3989882,3.970371,1.958798,1.631084
"CHL",2018,2,2018q2,4.804461,1.05409,3.750371,25.19534,-11.33861
"CHL",2018,3,2018q3,2.369122,-1.177702,3.546824,5.683433,-8.541664
"CHL",2018,4,2018q4,3.050425,-.0016237,3.052048,3.623402,-7.740329
"CHL",2019,1,2019q1,1.108521,-1.766707,2.875228,-12.04384,-2.215398
"CHL",2019,2,2019q2,1.464042,-1.865868,3.329911,-18.63395,7.668483
"CHL",2019,3,2019q3,3.347003,.0314392,3.315564,2.939961,9.578403
"CHL",2019,4,2019q4,-1.971054,-4.838381,2.867327,1.225138,17.39319
"CHL",2020,1,2020q1,.1747359,-.704416,.8791518,17.32384,6.668032
"CHL",2020,2,2020q2,-15.37181,-4.617529,-10.75428,9.680357,5.739518
"CHL",2020,3,2020q3,-9.429755,-5.439853,-3.989902,1.11597,15.1253
"CHL",2020,4,2020q4,.0055327,1.868494,-1.862961,-2.40954,-3.51563
"CHL",2021,1,2021q1,.6055252,-.4869324,1.092458,-12.69311,11.60589
"CHL",2021,2,2021q2,16.65487,4.912815,11.74205,-9.254914,7.925689
"CHN",2014,1,2014q1,7.232074,3.539256,3.692818,.8107723,2.171612
"CHN",2014,2,2014q2,7.325041,3.65744,3.667601,-4.961346,-12.82372
"CHN",2014,3,2014q3,6.952622,3.097686,3.854937,-10.12044,-10.10565
"CHN",2014,4,2014q4,7.045851,3.218992,3.826859,1.196528,-6.164697
"CHN",2015,1,2015q1,6.859299,3.490888,3.368411,-7.77984,-7.920563
"CHN",2015,2,2015q2,6.859303,3.871706,2.987597,20.1154,5.532294
"CHN",2015,3,2015q3,6.765881,3.44119,3.32469,-5.226205,11.07093
"CHN",2015,4,2015q4,6.672386,4.00068,2.671705,-13.28032,-.1044391
"CHN",2016,1,2016q1,6.672348,3.300445,3.371903,20.8896,1.115544
"CHN",2016,2,2016q2,6.578784,3.15497,3.423814,-28.28489,-1.854565
"CHN",2016,3,2016q3,6.578788,3.371795,3.206994,9.328237,-5.654895
"CHN",2016,4,2016q4,6.672343,2.708741,3.963602,8.07358,5.14537
"CHN",2017,1,2017q1,6.76588,2.978205,3.787675,-18.4439,9.819153
"CHN",2017,2,2017q2,6.765885,3.122708,3.643177,-10.37706,18.79716
"CHN",2017,3,2017q3,6.67235,2.618132,4.054218,-11.18322,16.89241
"CHN",2017,4,2017q4,6.578759,2.708483,3.870277,-27.17318,5.62802
"CHN",2018,1,2018q1,6.67237,2.701999,3.970371,3.743924,3.737648
"CHN",2018,2,2018q2,6.672384,2.922013,3.750371,18.8832,-9.480971
"CHN",2018,3,2018q3,6.485117,2.938293,3.546824,-5.037614,-6.203023
"CHN",2018,4,2018q4,6.297491,3.245443,3.052048,9.138412,3.639379
"CHN",2019,1,2019q1,6.109495,3.234267,2.875228,10.40397,-3.975784
"CHN",2019,2,2019q2,5.826873,2.496963,3.329911,-3.48994,5.58437
"CHN",2019,3,2019q3,5.732522,2.416957,3.315564,15.27736,1.48626
"CHN",2019,4,2019q4,5.63803,2.770703,2.867327,11.46469,.9107281
"CHN",2020,1,2020q1,-7.042226,-7.921378,.8791518,-8.736125,55.39409
"CHN",2020,2,2020q2,3.149884,13.90416,-10.75428,-5.979179,41.09591
"CHN",2020,3,2020q3,4.783739,8.773641,-3.989902,-8.275522,16.77951
"CHN",2020,4,2020q4,6.297471,8.160432,-1.862961,-7.306026,-.0470739
"CHN",2021,1,2021q1,16.80534,15.71288,1.092458,4.971046,-50.99379
"CHN",2021,2,2021q2,7.603451,-4.138601,11.74205,3.31518,-27.84672
"CIV",2015,1,2015q1,12.20259,8.834176,3.368411,13.74673,33.00783
"CIV",2015,2,2015q2,11.62172,8.63412,2.987597,30.27545,-145.6528
"CIV",2015,3,2015q3,13.857,10.53231,3.324691,24.06873,-13.30209
"CIV",2015,4,2015q4,11.61028,8.938578,2.671705,47.65453,-1.858863
"CIV",2016,1,2016q1,9.998786,6.626883,3.371903,-9.035659,48.5359
"CIV",2016,2,2016q2,12.37215,8.948339,3.423814,8.502697,69.47976
"CIV",2016,3,2016q3,11.06472,7.857731,3.206994,-19.25264,80.12431
"CIV",2016,4,2016q4,9.559097,5.595495,3.963602,-31.54828,93.21535
"CIV",2017,1,2017q1,7.078839,3.291164,3.787675,10.06258,26.61796
"CIV",2017,2,2017q2,7.831196,4.188019,3.643177,.515368,22.82996
"CIV",2017,3,2017q3,5.64874,1.594521,4.054218,17.47062,12.18745
"CIV",2017,4,2017q4,4.883502,1.013225,3.870277,41.16207,6.120626
"CIV",2018,1,2018q1,1.800243,-2.170128,3.970371,.2710743,-22.9906
"CIV",2018,2,2018q2,4.200387,.4500169,3.750371,21.53953,-15.73301
"CIV",2018,3,2018q3,5.874956,2.328132,3.546824,25.08545,-.3603949
"CIV",2019,1,2019q1,5.123406,2.248178,2.875228,.8450688,-16.6866
"CIV",2019,2,2019q2,7.101506,3.771596,3.329911,-31.78432,12.62381
"CIV",2019,3,2019q3,7.632232,4.316668,3.315564,-34.11581,16.29928
"CIV",2020,1,2020q1,3.543246,2.664094,.8791518,10.71784,2.511035
"CIV",2020,2,2020q2,-4.447829,6.30645,-10.75428,20.2409,-1.685076
"CIV",2020,3,2020q3,9.127466,13.11737,-3.989902,22.42145,-8.033961
"CIV",2021,1,2021q1,6.145407,5.052949,1.092458,-7.817251,15.95121
"COL",2014,1,2014q1,6.243292,2.550474,3.692818,-23.55294,4.478424
"COL",2014,2,2014q2,3.351593,-.316008,3.667601,3.302711,3.233458
"COL",2014,3,2014q3,4.16866,.3137237,3.854937,-23.69267,6.634014
"COL",2014,4,2014q4,3.983523,.1566641,3.826859,-.9651638,-6.164697
"COL",2015,1,2015q1,2.888889,-.4795217,3.368411,-12.90855,-4.64596
"COL",2015,2,2015q2,3.439995,.4523985,2.987597,15.12639,-4.385706
"COL",2015,3,2015q3,3.685451,.3607601,3.32469,15.28406,-14.63878
"COL",2015,4,2015q4,1.7404,-.9313058,2.671705,5.548472,.2576217
"COL",2016,1,2016q1,2.268443,-1.10346,3.371903,11.72391,-8.358991
"COL",2016,2,2016q2,2.026742,-1.397071,3.423814,-10.39885,-4.086321
"COL",2016,3,2016q3,1.453655,-1.753339,3.206994,-4.487876,-1.806625
"COL",2016,4,2016q4,2.496909,-1.466692,3.963602,-6.45023,-2.056958
"COL",2017,1,2017q1,1.014248,-2.773427,3.787675,-7.58919,-3.849589
"COL",2017,2,2017q2,1.247152,-2.396025,3.643177,-8.307858,-12.17484
"COL",2017,3,2017q3,1.678707,-2.375511,4.054218,-19.46022,-10.03316
"COL",2017,4,2017q4,1.428916,-2.441361,3.870277,-14.28018,-5.856598
"COL",2018,1,2018q1,1.607856,-2.362515,3.970371,-8.156734,7.00966
"COL",2018,2,2018q2,2.742706,-1.007665,3.750371,20.56191,17.1819
"COL",2018,3,2018q3,2.8293,-.7175242,3.546824,17.29024,7.085591
"COL",2018,4,2018q4,2.861985,-.1900633,3.052048,27.41861,-5.656461
"COL",2019,1,2019q1,3.505269,.6300414,2.875228,6.739316,-4.030329
"COL",2019,2,2019q2,3.02756,-.3023502,3.329911,-24.58884,-11.7453
"COL",2019,3,2019q3,3.194221,-.121343,3.315564,-7.745134,-4.784467
"COL",2019,4,2019q4,3.203486,.3361586,2.867327,-18.77364,6.751377
"COL",2020,1,2020q1,.5848822,-.2942697,.8791518,-.2475828,10.02382
"COL",2020,2,2020q2,-17.14689,-6.392611,-10.75428,4.016876,23.5315
"COL",2020,3,2020q3,-8.754703,-4.764801,-3.989902,-12.84124,11.09
"COL",2020,4,2020q4,-3.654424,-1.791463,-1.862961,6.534703,7.590224
"COL",2021,1,2021q1,.9794171,-.1130405,1.092458,-22.81734,2.769323
"COL",2021,2,2021q2,16.20496,4.462903,11.74205,-12.57689,.264387
"CRI",2014,1,2014q1,4.307024,.6142068,3.692818,-5.869778,4.911513
"CRI",2014,2,2014q2,3.044317,-.6232843,3.667601,2.517419,46.49696
"CRI",2014,3,2014q3,3.109393,-.7455432,3.854937,-12.57925,38.47812
"CRI",2014,4,2014q4,3.446286,-.3805729,3.826859,7.261548,2.261335
"CRI",2015,1,2015q1,2.134031,-1.23438,3.368411,-17.85821,-1.500688
"CRI",2015,2,2015q2,4.544413,1.556816,2.987597,22.01359,-36.02494
"CRI",2015,3,2015q3,4.66719,1.342499,3.32469,6.220926,-30.47685
"CRI",2015,4,2015q4,3.047341,.3756353,2.671705,-7.933955,.1412069
"CRI",2016,1,2016q1,4.425016,1.053113,3.371903,27.69151,-5.198455
"CRI",2016,2,2016q2,3.782872,.3590579,3.423814,-20.75355,-2.678753
"CRI",2016,3,2016q3,3.252779,.0457849,3.206994,-3.335527,-10.14039
"CRI",2016,4,2016q4,4.975092,1.01149,3.963602,3.221023,-2.955776
"CRI",2017,1,2017q1,3.780698,-.0069769,3.787675,-36.54868,.7829727
"CRI",2017,2,2017q2,4.495121,.851944,3.643177,-43.74229,-4.933214
"CRI",2017,3,2017q3,3.522283,-.531935,4.054218,-41.82014,3.469446
"CRI",2017,4,2017q4,4.477009,.6067321,3.870277,-26.90897,2.526748
"CRI",2018,1,2018q1,3.350946,-.6194244,3.970371,-.2673311,.5232846
"CRI",2018,2,2018q2,4.053886,.3035158,3.750371,19.58677,13.6302
"CRI",2018,3,2018q3,2.680712,-.8661116,3.546824,17.68826,-8.272797
"CRI",2018,4,2018q4,.3166133,-2.735435,3.052048,-1.662168,-8.787457
"CRI",2019,1,2019q1,2.07192,-.8033082,2.875228,12.1161,-9.075798
"CRI",2019,2,2019q2,.6163401,-2.71357,3.329911,-12.99871,-29.15576
"CRI",2019,3,2019q3,2.301567,-1.013997,3.315564,.8557464,-5.135121
"CRI",2019,4,2019q4,3.887124,1.019797,2.867327,5.35355,-8.0806
"CRI",2020,1,2020q1,1.749953,.8708009,.8791518,-13.35384,-7.009784
"CRI",2020,2,2020q2,-8.215975,2.538305,-10.75428,-7.768048,-7.862813
"CRI",2020,3,2020q3,-6.588884,-2.598982,-3.989902,-17.88713,-14.62977
"CRI",2020,4,2020q4,-3.930583,-2.067622,-1.862961,-8.645767,-18.27923
"CRI",2021,1,2021q1,-2.150445,-3.242903,1.092458,-14.20413,-10.89311
"CRI",2021,2,2021q2,8.989275,-2.752778,11.74205,-7.589013,4.225596
"DOM",2014,1,2014q1,7.375479,3.682662,3.692818,.0274447,.8293145
"DOM",2014,2,2014q2,6.408951,2.74135,3.667601,6.051725,-8.813151
"DOM",2014,3,2014q3,6.468923,2.613986,3.854937,-16.49387,-4.992993
"DOM",2014,4,2014q4,7.027044,3.200185,3.826859,11.93285,-3.769375
"DOM",2015,1,2015q1,5.358527,1.990116,3.368411,-8.317549,-.3280266
"DOM",2015,2,2015q2,7.14335,4.155753,2.987597,24.90052,13.74057
"DOM",2015,3,2015q3,8.045089,4.720398,3.32469,20.08602,6.112141
"DOM",2015,4,2015q4,6.230317,3.558612,2.671705,-6.53275,1.056797
"DOM",2016,1,2016q1,6.521726,3.149822,3.371903,37.42904,1.601758
"DOM",2016,2,2016q2,7.897021,4.473207,3.423814,-23.32603,.8361831
"DOM",2016,3,2016q3,6.144175,2.937181,3.206994,4.700382,1.003765
"DOM",2016,4,2016q4,5.229894,1.266292,3.963602,3.228742,7.264857
"DOM",2017,1,2017q1,5.674352,1.886677,3.787675,-42.29856,6.604735
"DOM",2017,2,2017q2,3.042059,-.6011176,3.643177,-33.88954,7.538343
"DOM",2017,3,2017q3,3.158569,-.8956497,4.054218,-36.51061,16.2087
"DOM",2017,4,2017q4,6.354413,2.484136,3.870277,-29.73601,5.322546
"DOM",2018,1,2018q1,6.578045,2.607675,3.970371,6.425256,.978653
"DOM",2018,2,2018q2,7.048877,3.298506,3.750371,27.10783,-1.516573
"DOM",2018,3,2018q3,7.279294,3.73247,3.546824,11.52818,-9.352116
"DOM",2018,4,2018q4,6.14329,3.091242,3.052048,16.46922,.2269487
"DOM",2019,1,2019q1,5.548806,2.673578,2.875228,20.18927,1.123041
"DOM",2019,2,2019q2,3.655516,.3256052,3.329911,-8.649647,17.21695
"DOM",2019,3,2019q3,4.836906,1.521342,3.315564,9.169224,2.40043
"DOM",2019,4,2019q4,5.628328,2.761001,2.867327,9.941206,3.041962
"DOM",2020,1,2020q1,0,-.8791519,.8791518,-4.532657,-.5490128
"DOM",2020,2,2020q2,-18.49051,-7.736235,-10.75428,-1.231034,-24.60611
"DOM",2020,3,2020q3,-7.52762,-3.537718,-3.989902,-8.145019,-3.424257
"DOM",2020,4,2020q4,-2.965942,-1.102981,-1.862961,-11.0629,-6.254321
"DOM",2021,1,2021q1,3.022113,1.929655,1.092458,-5.860744,3.617273
"DOM",2021,2,2021q2,22.66467,10.92261,11.74205,2.254116,23.90362
"DZA",2014,1,2014q1,2.371653,-1.321165,3.692818,7.258156,-8.118948
"DZA",2014,2,2014q2,4.974209,1.306608,3.667601,-4.48277,38.06625
"DZA",2014,3,2014q3,5.259245,1.404308,3.854937,4.28405,22.96787
"DZA",2014,4,2014q4,2.176149,-1.65071,3.826859,6.017659,1.531411
"DZA",2015,1,2015q1,3.440143,.0717319,3.368411,.712769,8.18241
"DZA",2015,2,2015q2,4.114194,1.126598,2.987597,31.60887,-40.9559
"DZA",2015,3,2015q3,2.95588,-.3688103,3.32469,-.3916564,-20.14086
"DZA",2015,4,2015q4,4.114194,1.442489,2.671705,-12.52669,-7.574705
"DZA",2016,1,2016q1,3.343478,-.0284257,3.371903,23.90722,7.908845
"DZA",2016,2,2016q2,1.882175,-1.541638,3.423814,-25.22623,11.23302
"DZA",2016,3,2016q3,3.729578,.5225849,3.206994,7.828275,3.831131
"DZA",2016,4,2016q4,3.729578,-.2340234,3.963602,-3.131998,9.412129
"DZA",2017,1,2017q1,3.246719,-.5409558,3.787675,-26.89193,-9.029039
"DZA",2017,2,2017q2,1.39029,-2.252886,3.643177,-26.40164,-3.461344
"DZA",2017,3,2017q3,.9950331,-3.059185,4.054218,-28.09919,-9.655471
"DZA",2017,4,2017q4,-.4008021,-4.271079,3.870277,-13.98808,-16.65327
"DZA",2018,1,2018q1,1.39029,-2.58008,3.970371,-3.571551,-13.94284
"DZA",2018,2,2018q2,.8959742,-2.854396,3.750371,15.79021,-19.10377
"DZA",2018,3,2018q3,.9950331,-2.551791,3.546824,4.191286,-11.08436
"DZA",2018,4,2018q4,1.093994,-1.958055,3.052048,-7.685163,-2.960567
"DZA",2019,1,2019q1,1.291623,-1.583605,2.875228,-5.110745,2.395244
"DZA",2019,2,2019q2,.7968169,-2.533093,3.329911,-8.731188,8.313587
"DZA",2019,3,2019q3,2.078254,-1.23731,3.315564,-8.332225,35.48473
"DZA",2019,4,2019q4,-.10005,-2.967377,2.867327,6.824388,-.5904728
"DZA",2020,1,2020q1,-3.666399,-4.54555,.8791518,3.654952,-24.10234
"DZA",2020,2,2020q2,-10.86994,-.1156623,-10.75428,-9.434951,-19.94205
"DZA",2020,3,2020q3,-5.234648,-1.244746,-3.989902,-1.758443,-44.96017
"DZA",2020,4,2020q4,-1.511364,.3515974,-1.862961,2.104252,-9.784485
"DZA",2021,1,2021q1,1.980263,.8878052,1.092458,-6.031446,11.37585
"DZA",2021,2,2021q2,6.203539,-5.538514,11.74205,-4.078492,7.396864
"EGY",2014,1,2014q1,3.408169,-.2846484,3.692818,-1.275286,-2.283043
"EGY",2014,2,2014q2,5.023212,1.355611,3.667601,-1.273695,-15.54085
"EGY",2014,3,2014q3,5.477703,1.622767,3.854937,-25.45064,-37.31785
"EGY",2014,4,2014q4,5.097469,1.27061,3.826859,1.998659,-4.538651
"EGY",2015,1,2015q1,3.209502,-.1589088,3.368411,-19.84108,-.7047971
"EGY",2015,2,2015q2,3.266452,.2788553,2.987597,25.85805,1.37782
"EGY",2015,3,2015q3,4.932994,1.608304,3.32469,6.816992,2.349632
"EGY",2015,4,2015q4,3.908487,1.236781,2.671705,-8.715817,.5316886
"EGY",2016,1,2016q1,3.586959,.2150557,3.371903,36.39329,-2.998201
"EGY",2016,2,2016q2,4.354445,.9306317,3.423814,-27.41711,2.299909
"EGY",2016,3,2016q3,3.378576,.1715824,3.206994,12.72485,-3.102955
"EGY",2016,4,2016q4,3.738086,-.2255163,3.963602,4.486262,2.394264
"EGY",2017,1,2017q1,4.184516,.396841,3.787675,-42.48458,3.743448
"EGY",2017,2,2017q2,4.882886,1.23971,3.643177,-31.13868,-2.280191
"EGY",2017,3,2017q3,5.051342,.9971241,4.054218,-38.4531,-9.198122
"EGY",2017,4,2017q4,5.146855,1.276579,3.870277,-34.64627,-12.4948
"EGY",2018,1,2018q1,5.258812,1.288441,3.970371,-.6251438,-14.39636
"EGY",2018,2,2018q2,5.244809,1.494439,3.750371,14.89554,8.607396
"EGY",2018,3,2018q3,5.209685,1.662861,3.546824,-1.973025,-1.621504
"EGY",2018,4,2018q4,5.40088,2.348832,3.052048,-2.053692,-3.790446
"EGY",2019,1,2019q1,5.468837,2.593609,2.875228,6.824454,-3.459796
"EGY",2019,2,2019q2,5.54082,2.21091,3.329911,-8.997908,-10.48186
"EGY",2019,3,2019q3,5.49612,2.180556,3.315564,3.673241,4.232098
"EGY",2019,4,2019q4,5.493021,2.625694,2.867327,2.794438,1.618628
"EGY",2020,1,2020q1,4.921978,4.042826,.8791518,-8.653025,2.864389
"EGY",2020,2,2020q2,-1.742309,9.011971,-10.75428,-11.8632,1.59305
"EGY",2020,3,2020q3,.663708,4.65361,-3.989902,-12.66149,-2.344149
"EGY",2020,4,2020q4,1.96133,3.824291,-1.862961,-8.841588,-2.600404
"EGY",2021,1,2021q1,2.905447,1.81299,1.092458,-8.611825,4.720863
"EGY",2021,2,2021q2,7.424505,-4.317548,11.74205,2.196851,-1.054941
"GEO",2014,1,2014q1,6.565439,2.872621,3.692818,-11.22529,16.32284
"GEO",2014,2,2014q2,4.721787,1.054186,3.667601,-8.971927,-3.442738
"GEO",2014,3,2014q3,4.288909,.4339724,3.854937,-8.838428,1.117181
"GEO",2014,4,2014q4,2.460961,-1.365898,3.826859,1.140096,6.351614
"GEO",2015,1,2015q1,4.181409,.8129981,3.368411,-9.413414,-3.29762
"GEO",2015,2,2015q2,4.02388,1.036284,2.987597,24.19676,40.5001
"GEO",2015,3,2015q3,2.694638,-.6300527,3.32469,-14.51548,14.89305
"GEO",2015,4,2015q4,1.439392,-1.232313,2.671705,-29.24931,19.27205
"GEO",2016,1,2016q1,3.320168,-.0517352,3.371903,26.39819,4.097274
"GEO",2016,2,2016q2,4.405537,.9817229,3.423814,-36.50278,-8.054161
"GEO",2016,3,2016q3,1.80169,-1.405303,3.206994,11.41916,11.68296
"GEO",2016,4,2016q4,2.142605,-1.820997,3.963602,16.09388,.0595273
"GEO",2017,1,2017q1,6.556233,2.768559,3.787675,-12.92532,19.46853
"GEO",2017,2,2017q2,4.404171,.760994,3.643177,-14.49766,23.24233
"GEO",2017,3,2017q3,4.323915,.2696966,4.054218,-19.31052,22.41671
"GEO",2017,4,2017q4,3.999928,.1296508,3.870277,-21.02163,10.09467
"GEO",2018,1,2018q1,6.915747,2.945376,3.970371,-20.99012,29.50242
"GEO",2018,2,2018q2,5.854431,2.104061,3.750371,18.74062,-4.07425
"GEO",2018,3,2018q3,3.582757,.0359331,3.546824,-8.531301,1.614006
"GEO",2018,4,2018q4,3.135029,.0829801,3.052048,-7.570213,13.72005
"GEO",2019,1,2019q1,5.114244,2.239017,2.875228,24.94954,-25.91824
"GEO",2019,2,2019q2,4.674965,1.345055,3.329911,-3.495629,13.39482
"GEO",2019,3,2019q3,5.221644,1.90608,3.315564,10.8224,-1.578662
"GEO",2019,4,2019q4,4.483449,1.616122,2.867327,15.62241,-10.22464
"GEO",2020,1,2020q1,3.238786,2.359634,.8791518,-10.10589,-1.837482
"GEO",2020,2,2020q2,-15.62118,-4.866897,-10.75428,-2.017554,-28.34225
"GEO",2020,3,2020q3,-7.0643,-3.074398,-3.989902,-4.376292,-36.88028
"GEO",2020,4,2020q4,-7.660052,-5.797091,-1.862961,-9.411922,-4.047604
"GEO",2021,1,2021q1,-4.179846,-5.272304,1.092458,7.113775,5.926683
"GEO",2021,2,2021q2,25.35366,13.61161,11.74205,-15.52745,.8639316
"GHA",2014,1,2014q1,-1.111243,-4.80406,3.692818,-3.560035,-8.157137
"GHA",2014,2,2014q2,2.92988,-.7377207,3.667601,-1.277166,56.92484
"GHA",2014,3,2014q3,7.529167,3.674231,3.854937,-17.34123,4.39616
"GHA",2014,4,2014q4,1.757528,-2.069331,3.826859,-10.53973,-6.164697
"GHA",2015,1,2015q1,10.27576,6.907347,3.368411,-14.52628,9.404049
"GHA",2015,2,2015q2,3.217566,.2299697,2.987597,11.90436,-53.32686
"GHA",2015,3,2015q3,-4.786128,-8.110818,3.32469,13.88995,-.6824042
"GHA",2015,4,2015q4,.1022575,-2.569448,2.671705,28.80337,3.080408
"GHA",2016,1,2016q1,-.4294709,-3.801374,3.371903,47.63448,.7381828
"GHA",2016,2,2016q2,-2.509015,-5.932828,3.423814,15.23669,10.78043
"GHA",2016,3,2016q3,10.55257,7.345576,3.206994,1.644392,15.18703
"GHA",2016,4,2016q4,5.284622,1.32102,3.963602,-2.011357,26.38859
"GHA",2017,1,2017q1,7.356895,3.569221,3.787675,-21.04053,13.11125
"GHA",2017,2,2017q2,11.75287,8.109691,3.643176,-4.455892,2.762894
"GHA",2017,3,2017q3,6.787491,2.733273,4.054218,-2.869061,-8.299787
"GHA",2017,4,2017q4,5.694112,1.823836,3.870277,10.71264,-14.02154
"GHA",2018,1,2018q1,10.3318,6.361426,3.970371,-1.501586,-9.023819
"GHA",2018,2,2018q2,3.268024,-.4823461,3.750371,25.52126,-10.51725
"GHA",2018,3,2018q3,6.37181,2.824986,3.546824,27.13438,-4.350718
"GHA",2018,4,2018q4,4.13528,1.083232,3.052048,7.36555,-.9084049
"GHA",2019,1,2019q1,5.709588,2.83436,2.875228,22.67059,4.375511
"GHA",2019,2,2019q2,8.691179,5.361269,3.32991,-18.39796,7.468674
"GHA",2019,3,2019q3,5.147918,1.832354,3.315564,-18.984,2.047454
"GHA",2019,4,2019q4,5.807842,2.940515,2.867327,-6.983245,-.6119469
"GHA",2020,1,2020q1,6.808499,5.929348,.8791518,2.362826,-4.141037
"GHA",2020,2,2020q2,-5.850109,4.904171,-10.75428,3.899905,14.31813
"GHA",2020,3,2020q3,-3.226777,.7631249,-3.989902,12.90694,8.246212
"GHA",2020,4,2020q4,3.215419,5.07838,-1.862961,25.04997,9.669296
"GHA",2021,1,2021q1,3.085134,1.992676,1.092458,-3.123583,10.76403
"GHA",2021,2,2021q2,3.777873,-7.96418,11.74205,14.03716,-7.837204
"GNB",2014,1,2014q1,2.664193,-1.028625,3.692818,2.192098,2.623083
"GNB",2014,2,2014q2,2.273949,-1.393652,3.667601,-35.83902,.7509176
"GNB",2014,3,2014q3,1.882175,-1.972761,3.854937,-.8459395,12.21429
"GNB",2014,4,2014q4,2.761517,-1.065342,3.826859,-68.4896,6.803086
"GNB",2015,1,2015q1,4.210118,.8417071,3.368411,57.36835,-2.114179
"GNB",2015,2,2015q2,4.974209,1.986613,2.987597,23.04985,-8.50358
"GNB",2015,3,2015q3,6.672363,3.347673,3.32469,9.478988,5.133115
"GNB",2015,4,2015q4,6.765865,4.09416,2.671705,78.44016,3.405513
"GNB",2016,1,2016q1,6.485097,3.113194,3.371903,-124.03,12.22621
"GNB",2016,2,2016q2,6.203539,2.779725,3.423814,2.281864,-1.011443
"GNB",2016,3,2016q3,6.10951,2.902516,3.206994,-50.99176,-20.29038
"GNB",2016,4,2016q4,7.696104,3.732502,3.963602,-92.35027,-19.72305
"GNB",2017,1,2017q1,6.203539,2.415864,3.787675,93.12022,15.28838
"GNB",2017,2,2017q2,6.203539,2.560362,3.643177,11.64677,-8.058462
"GNB",2017,3,2017q3,5.732507,1.678288,4.054218,89.62003,-14.42741
"GNB",2017,4,2017q4,4.974209,1.103933,3.870277,168.4925,-3.769994
"GNB",2018,1,2018q1,3.440143,-.5302282,3.970371,-.0669181,-37.30722
"GNB",2018,2,2018q2,3.149867,-.6005038,3.750371,32.82939,-16.89178
"GNB",2018,3,2018q3,3.246719,-.3001047,3.546824,5.476606,5.751489
"GNB",2018,4,2018q4,3.633193,.5811445,3.052048,-11.20524,21.67482
"GNB",2019,1,2019q1,3.922071,1.046843,2.875228,-24.33114,18.79554
"GNB",2019,2,2019q2,6.672363,3.342453,3.329911,-32.2169,51.34379
